Time(sec),Gyr1_X(deg/sec),Gyr1_Y(deg/sec),Gyr1_Z(deg/sec),Acc1_X(m/s^2),Acc1_Y(m/s^2),Acc1_Z(m/s^2),Gyr2_X(deg/sec),Gyr2_Y(deg/sec),Gyr2_Z(deg/sec),Acc2_X(m/s^2),Acc2_Y(m/s^2),Acc2_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),
560.613,-3.2163307667,1.3858000040,58.5505371094,0.0598289482,0.0438826680,0.0052865744,-124.3096389771,73.6929550171,-91.0790634155,0.0227590799,0.0569752008,0.0226046443,2.3001694679,80.8375320435,80.0727462769,0.0326509476,0.0282258987,0.0222375989,25.1908264160,55.9199714661,-169.6392059326,0.0767908692,0.0128695369,0.0108169913,
560.623,-3.2162754536,1.3858052492,58.5511169434,0.0578759164,0.0404637419,0.0087045431,-124.3062515259,73.6958007813,-91.0693283081,0.0183784962,0.0545039624,0.0123101920,2.2938075066,80.8352355957,80.0732421875,0.0248320699,0.0258006752,0.0295200050,25.1900100708,55.9218788147,-169.6359863281,0.0729032755,-0.0007834733,-0.0038106441,
560.633,-3.2169454098,1.3842084408,58.5522994995,0.0637074262,0.0399871692,0.0111459494,-124.3115386963,73.6992187500,-91.0688705444,0.0198600888,0.0593254715,0.0103464276,2.2919948101,80.8352127075,80.0793075562,0.0306913853,0.0262940824,0.0134085119,25.1909942627,55.9200057983,-169.6320953369,0.0714201331,0.0050557107,0.0078881383,
560.643,-3.2172772884,1.3833857775,58.5528945923,0.0607633851,0.0434109420,0.0082161427,-124.3112411499,73.6993103027,-91.0619964600,0.0174190998,0.0524879694,0.0152269900,2.2753520012,80.8362884521,80.0717697144,0.0248349905,0.0165756941,0.0183046162,25.1938819885,55.9194831848,-169.6261596680,0.0787392259,0.0069800466,0.0010573268,
560.653,-3.2175638676,1.3830156326,58.5546569824,0.0612452105,0.0414628126,-0.0005728006,-124.3083877563,73.6994323730,-91.0542297363,0.0242556334,0.0549373627,0.0147261173,2.2727921009,80.8365249634,80.0751190186,0.0219059587,0.0292784274,0.0183115005,25.1938419342,55.9181747437,-169.6217498779,0.0777498484,0.0030660778,-0.0014016032,
560.663,-3.2177748680,1.3828401566,58.5577087402,0.0568476170,0.0414664932,0.0087047219,-124.3180541992,73.7012252808,-91.0571212769,0.0213347673,0.0529314578,0.0069359839,2.2691740990,80.8376617432,80.0791778564,0.0263036489,0.0229415894,0.0153979957,25.1944541931,55.9188690186,-169.6185150146,0.0782449245,0.0045297444,0.0044695139,
560.673,-3.2193486691,1.3811236620,58.5570259094,0.0660950094,0.0390525423,0.0155414939,-124.3214263916,73.7040176392,-91.0541458130,0.0150007606,0.0509309620,0.0147359222,2.2659969330,80.8364562988,80.0840148926,0.0248354673,0.0239262879,0.0270980299,25.1956119537,55.9200325012,-169.6150665283,0.0802094340,-0.0037741214,-0.0013698339,
560.683,-3.2177786827,1.3820462227,58.5581855774,0.0592751689,0.0478142351,0.0145639181,-124.3320007324,73.7051925659,-91.0591812134,0.0257487297,0.0572327226,0.0089083910,2.2824773788,80.8386001587,80.1085815430,0.0331422091,0.0297409892,0.0203006268,25.1928825378,55.9195594788,-169.6125640869,0.0767868161,0.0030830801,0.0054485798,
560.693,-3.2178535461,1.3814488649,58.5581779480,0.0597530305,0.0443975851,0.0052863359,-124.3380813599,73.7078399658,-91.0612640381,0.0174608827,0.0537620932,0.0128144324,2.3061139584,80.8386001587,80.1399459839,0.0258179903,0.0277216733,0.0227434337,25.1902446747,55.9193878174,-169.6113128662,0.0733671784,0.0035936385,0.0078768134,
560.703,-3.2164194584,1.3829991817,58.5599136353,0.0592917949,0.0473022535,0.0130981207,-124.3477401733,73.7118530273,-91.0641098022,0.0145508647,0.0556323826,0.0167220086,2.3034436703,80.8377456665,80.1455535889,0.0277687311,0.0199160874,0.0212646425,25.1852626801,55.9225044250,-169.6134185791,0.0768156648,-0.0026906431,-0.0033335686,
560.713,-3.2181780338,1.3849676847,58.5610351563,0.0554198958,0.0404968970,0.0091943741,-124.3476028442,73.7142181396,-91.0589752197,0.0233514905,0.0585307181,0.0147461593,2.3144521713,80.8367996216,80.1635360718,0.0282543898,0.0267205238,0.0236899257,25.1860847473,55.9207038879,-169.6093292236,0.0738683343,0.0070566088,0.0083649755,
560.723,-3.2184860706,1.3871772289,58.5627136230,0.0588764139,0.0434319042,0.0057775974,-124.3375473022,73.7127227783,-91.0434799194,0.0189496279,0.0497893393,0.0171607882,2.3304417133,80.8383407593,80.1875534058,0.0311883688,0.0296065509,0.0183481276,25.1868572235,55.9210815430,-169.6047821045,0.0816845298,0.0041223615,-0.0004160404,
560.733,-3.2181618214,1.3882186413,58.5632286072,0.0584063008,0.0414731018,0.0048011541,-124.3328247070,73.7121887207,-91.0329360962,0.0228532553,0.0537163317,0.0112873018,2.3397150040,80.8413467407,80.2047729492,0.0272904634,0.0320240557,0.0125396848,25.1886329651,55.9212799072,-169.6002349854,0.0811982155,0.0070375353,0.0005705357,
560.743,-3.2192947865,1.3858766556,58.5638198853,0.0637365356,0.0385632142,0.0028480291,-124.3374557495,73.7108078003,-91.0323181152,0.0174754262,0.0537225455,0.0049714893,2.3338265419,80.8359451294,80.2080688477,0.0267871618,0.0256891549,0.0285613537,25.1897220612,55.9218635559,-169.5963592529,0.0792508125,0.0080080628,-0.0038118362,
560.753,-3.2198381424,1.3831348419,58.5656852722,0.0632004142,0.0405258685,0.0018708706,-124.3287277222,73.7121353149,-91.0186538696,0.0194350481,0.0566581041,0.0190837085,2.3486289978,80.8405761719,80.2297134399,0.0272883177,0.0300454795,0.0130168498,25.1872463226,55.9221153259,-169.5940856934,0.0694876313,0.0060784370,0.0054587126,
560.763,-3.2208745480,1.3836786747,58.5655479431,0.0622333400,0.0410321876,0.0067549944,-124.3204498291,73.7085266113,-91.0058593750,0.0184408426,0.0557540804,0.0063886344,2.3511273861,80.8408584595,80.2408142090,0.0287539363,0.0290621221,0.0257171690,25.1887435913,55.9247283936,-169.5902557373,0.0695132017,0.0026632547,-0.0047549009,
560.773,-3.2212848663,1.3860857487,58.5666961670,0.0515331514,0.0410392806,0.0013855696,-124.3156890869,73.7083206177,-90.9955139160,0.0208811760,0.0586998463,0.0093010515,2.3512718678,80.8416519165,80.2509536743,0.0307092667,0.0241794586,0.0193829536,25.1850547791,55.9242019653,-169.5895385742,0.0714611411,-0.0012135804,0.0059649944,
560.783,-3.2211716175,1.3871409893,58.5672645569,0.0559460968,0.0429904051,-0.0039857626,-124.3136062622,73.7078170776,-90.9866256714,0.0155076385,0.0596896559,0.0088091642,2.3582162857,80.8431091309,80.2682418823,0.0248539448,0.0324618220,0.0223379731,25.1773624420,55.9243354797,-169.5924072266,0.0773218870,-0.0040742904,0.0054464936,
560.793,-3.2229335308,1.3869266510,58.5677680969,0.0603368841,0.0386265740,-0.0039832592,-124.3158569336,73.7044982910,-90.9819793701,0.0193976760,0.0528925061,0.0005485564,2.3651807308,80.8423309326,80.2844085693,0.0263166428,0.0300003886,0.0233021379,25.1749401093,55.9239158630,-169.5900573730,0.0782942772,-0.0001492202,0.0093371868,
560.803,-3.2219595909,1.3855581284,58.5702819824,0.0588481650,0.0434924476,0.0111510158,-124.3219451904,73.7044982910,-90.9814605713,0.0203742385,0.0582467616,0.0059444457,2.3605868816,80.8447418213,80.2896957397,0.0258350372,0.0256204009,0.0169950128,25.1772136688,55.9240303040,-169.5839843750,0.0773188472,0.0066673160,0.0020239353,
560.813,-3.2200920582,1.3858368397,58.5713958740,0.0612944327,0.0424833521,0.0077320933,-124.3090972900,73.7056121826,-90.9628143311,0.0247741938,0.0543607324,0.0171122551,2.3669736385,80.8450622559,80.3047256470,0.0307187438,0.0290207267,0.0209072530,25.1805591583,55.9238624573,-169.5775299072,0.0782937407,0.0076131970,0.0020356774,
560.823,-3.2199475765,1.3871757984,58.5725364685,0.0574115440,0.0429690816,0.0023608208,-124.3112106323,73.7061538696,-90.9597549438,0.0159877539,0.0553245246,0.0083267689,2.3562490940,80.8468856812,80.3027420044,0.0253527164,0.0217278302,0.0189853907,25.1772022247,55.9251861572,-169.5757293701,0.0758652687,-0.0035794228,0.0000859499,
560.833,-3.2210931778,1.3880683184,58.5736770630,0.0569388382,0.0405476093,0.0057806969,-124.3188858032,73.7064666748,-90.9619674683,0.0189189911,0.0562749803,0.0020072162,2.3514046669,80.8455963135,80.3053207397,0.0302319527,0.0266232193,0.0228669941,25.1779518127,55.9270095825,-169.5726776123,0.0656292439,0.0061907619,0.0040191412,
560.843,-3.2201008797,1.3876298666,58.5730705261,0.0613257177,0.0502959602,0.0082209110,-124.3294067383,73.7097396851,-90.9666366577,0.0169818997,0.0591307878,0.0054370761,2.3601644039,80.8449935913,80.3196716309,0.0341365337,0.0265983641,0.0209067166,25.1772670746,55.9264831543,-169.5688323975,0.0773428082,0.0032638162,0.0015673041,
560.853,-3.2188463211,1.3879163265,58.5729751587,0.0632838458,0.0468561314,0.0106611252,-124.3359756470,73.7123641968,-90.9651718140,0.0209009647,0.0546816885,0.0098336637,2.3557293415,80.8437347412,80.3219070435,0.0302267671,0.0285629928,0.0267435312,25.1807479858,55.9302711487,-169.5630645752,0.0720087886,0.0037446469,-0.0076454282,
560.863,-3.2204127312,1.3867638111,58.5747985840,0.0598457679,0.0390709490,0.0033379793,-124.3449401855,73.7116317749,-90.9672088623,0.0218739510,0.0556439310,0.0069472939,2.3554756641,80.8385238647,80.3272781372,0.0282591581,0.0246537924,0.0320256948,25.1819610596,55.9302902222,-169.5595245361,0.0724972486,0.0032457709,0.0055434108,
560.873,-3.2232403755,1.3846210241,58.5754241943,0.0607849397,0.0391202532,-0.0005664825,-124.3512115479,73.7121734619,-90.9686889648,0.0213883519,0.0526887774,0.0098971725,2.3627407551,80.8377456665,80.3419952393,0.0272804499,0.0270743370,0.0251780450,25.1817779541,55.9284667969,-169.5560913086,0.0724794269,0.0037244409,0.0074720979,
