Time(sec),Gyr1_X(deg/sec),Gyr1_Y(deg/sec),Gyr1_Z(deg/sec),Acc1_X(m/s^2),Acc1_Y(m/s^2),Acc1_Z(m/s^2),Gyr2_X(deg/sec),Gyr2_Y(deg/sec),Gyr2_Z(deg/sec),Acc2_X(m/s^2),Acc2_Y(m/s^2),Acc2_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),
397.373,-3.2778730392,1.3842035532,46.2668609619,0.0602893680,0.0381188504,0.0082764030,-110.1281509399,73.0693206787,52.2300491333,0.0220874548,0.0657939911,0.0004330873,8.1555633545,83.5077362061,-34.0765686035,0.0180011988,0.0291019082,0.0263420641,49.1587409973,35.1329345703,-44.6701965332,0.0549676418,-0.0260311961,-0.0056171417,
397.383,-3.2801783085,1.3846712112,46.2685203552,0.0627389401,0.0386472791,0.0033960342,-110.1582336426,73.0696182251,52.2049636841,0.0279483795,0.0667135119,-0.0121201277,8.1507682800,83.5065841675,-34.0716247559,0.0228817463,0.0252025127,0.0238808841,49.1597747803,35.1322593689,-44.6619567871,0.0627705455,-0.0255576968,-0.0153759718,
397.393,-3.2812919617,1.3865554333,46.2707977295,0.0578889996,0.0406197533,0.0024216175,-110.1686859131,73.0726318359,52.2010345459,0.0269871354,0.0637180507,0.0006081462,8.1341629028,83.5074920654,-34.0784378052,0.0282546282,0.0174249709,0.0194951445,49.1586341858,35.1297149658,-44.6556510925,0.0690818429,-0.0197069645,-0.0144283772,
397.403,-3.2816417217,1.3851673603,46.2726020813,0.0607944727,0.0411141627,0.0068157315,-110.1839599609,73.0756149292,52.1926345825,0.0357913375,0.0670627356,0.0035938025,8.1333694458,83.5077667236,-34.0704994202,0.0228840709,0.0193804801,0.0273133665,49.1565742493,35.1304893494,-44.6487731934,0.0573741198,-0.0191935897,-0.0105392933,
397.413,-3.2806909084,1.3850749731,46.2731971741,0.0583514497,0.0435390063,0.0126737356,-110.1943740845,73.0768203735,52.1882362366,0.0279849768,0.0645841658,0.0002186298,8.1409635544,83.5051116943,-34.0538864136,0.0292264819,0.0281479359,0.0214102119,49.1566963196,35.1291236877,-44.6406288147,0.0680968165,-0.0216464996,-0.0139647722,
397.423,-3.2807316780,1.3839397430,46.2748908997,0.0685855523,0.0464694351,0.0092560649,-110.2055664063,73.0801925659,52.1823844910,0.0309317708,0.0684183240,0.0017177463,8.1396198273,83.5072555542,-34.0466728210,0.0253244638,0.0222965479,0.0165644437,49.1541175842,35.1312065125,-44.6339569092,0.0593375564,-0.0206301212,-0.0095850229,
397.433,-3.2794182301,1.3833731413,46.2766952515,0.0622280091,0.0469348505,0.0073003769,-110.2198257446,73.0828323364,52.1729393005,0.0280154943,0.0688398480,0.0056771040,8.1351337433,83.5062866211,-34.0432319641,0.0267874002,0.0223030746,0.0209409595,49.1519584656,35.1304550171,-44.6270675659,0.0627447963,-0.0147562027,-0.0061949492,
397.443,-3.2787327766,1.3826638460,46.2772369385,0.0602625087,0.0405752659,0.0053471327,-110.2384033203,73.0839233398,52.1611328125,0.0270444751,0.0643961132,-0.0049827099,8.1154756546,83.5040512085,-34.0555191040,0.0262947083,0.0189187229,0.0282214135,49.1504974365,35.1321029663,-44.6183090210,0.0617917180,-0.0220542550,-0.0071763992,
397.453,-3.2759525776,1.3819040060,46.2784309387,0.0626906529,0.0478510782,0.0048552155,-110.2645492554,73.0841827393,52.1416664124,0.0285106301,0.0648341477,-0.0087654591,8.1182594299,83.5030288696,-34.0448799133,0.0267809629,0.0272115469,0.0247872323,49.1482963562,35.1298675537,-44.6114616394,0.0705488920,-0.0171678662,-0.0081913471,
397.463,-3.2763700485,1.3827630281,46.2814025879,0.0573345497,0.0429755189,0.0029032230,-110.2805328369,73.0819244385,52.1309204102,0.0387530923,0.0623994768,-0.0023282766,8.1480293274,83.5031738281,-34.0072021484,0.0311757922,0.0286175013,0.0189382434,49.1507492065,35.1268920898,-44.6005249023,0.0709946752,-0.0123305917,-0.0096493959,
397.473,-3.2739794254,1.3848980665,46.2830047607,0.0637194589,0.0463517979,0.0136439800,-110.2968902588,73.0836105347,52.1180992126,0.0304608345,0.0652747452,-0.0027482510,8.1514234543,83.5069198608,-33.9952583313,0.0258120894,0.0212956369,0.0131434053,49.1507949829,35.1276283264,-44.5937843323,0.0583098531,-0.0133020282,-0.0106205940,
397.483,-3.2744133472,1.3840777874,46.2859992981,0.0612637401,0.0385468714,0.0087607503,-110.3099975586,73.0862426758,52.1099739075,0.0304742455,0.0710690618,0.0051118135,8.1339006424,83.5056228638,-34.0006065369,0.0253212452,0.0232805014,0.0267888308,49.1499862671,35.1260147095,-44.5858383179,0.0631696582,-0.0152598023,-0.0072219372,
397.493,-3.2722251415,1.3842434883,46.2865486145,0.0593135059,0.0458329655,0.0043649077,-110.3202056885,73.0865859985,52.1033439636,0.0334056616,0.0637217462,0.0061351657,8.1515884399,83.5060195923,-33.9738235474,0.0262985826,0.0286175013,0.0170357823,49.1486816406,35.1230163574,-44.5785293579,0.0772870183,-0.0240594149,-0.0175096989,
397.503,-3.2719664574,1.3838847876,46.2889366150,0.0593072474,0.0389925353,0.0024107099,-110.3365631104,73.0882644653,52.0924491882,0.0295079350,0.0665962994,-0.0030736923,8.1458492279,83.5045623779,-33.9686203003,0.0282488465,0.0232540369,0.0267730802,49.1500511169,35.1214370728,-44.5706710815,0.0665222406,-0.0123655200,-0.0101809502,
397.513,-3.2702341080,1.3850086927,46.2887687683,0.0603034198,0.0399388857,0.0097339749,-110.3523483276,73.0852813721,52.0816345215,0.0299810767,0.0622206032,-0.0063989758,8.1419439316,83.5043563843,-33.9626159668,0.0258070230,0.0208200812,0.0243287534,49.1483078003,35.1212806702,-44.5632591248,0.0640786290,-0.0211394429,-0.0155718923,
397.523,-3.2706537247,1.3860608339,46.2899055481,0.0564155281,0.0409227312,0.0068052411,-110.3652114868,73.0846405029,52.0740356445,0.0309543610,0.0646494031,-0.0068221688,8.1478290558,83.5026016235,-33.9488677979,0.0272684097,0.0266635418,0.0228359401,49.1443290710,35.1216354370,-44.5567512512,0.0601774454,-0.0215879083,-0.0068234801,
397.533,-3.2692446709,1.3865514994,46.2911186218,0.0564240888,0.0472458340,0.0126633644,-110.3707733154,73.0851821899,52.0727310181,0.0285157561,0.0656077862,0.0088262558,8.1438951492,83.5040512085,-33.9441986084,0.0321540833,0.0193506181,0.0204176754,49.1418952942,35.1215591431,-44.5503883362,0.0587115288,-0.0147297382,-0.0029439926,
397.543,-3.2690324783,1.3868187666,46.2922592163,0.0593584403,0.0408944786,0.0126632452,-110.3903121948,73.0831604004,52.0583343506,0.0299702883,0.0665813982,-0.0086467862,8.1517210007,83.5055618286,-33.9272613525,0.0287390947,0.0242214501,0.0180032998,49.1362953186,35.1216926575,-44.5460739136,0.0704321861,-0.0210241079,-0.0044683218,
397.553,-3.2691862583,1.3881578445,46.2939872742,0.0598700866,0.0482213385,0.0082695484,-110.3964385986,73.0812683105,52.0561523438,0.0294724107,0.0626932085,0.0031121969,8.1510648727,83.5094604492,-33.9199523926,0.0277702212,0.0193493664,0.0126978606,49.1354866028,35.1229209900,-44.5398521423,0.0601958036,-0.0229603052,-0.0127698183,
397.563,-3.2691493034,1.3890057802,46.2957420349,0.0593966022,0.0467558317,0.0068048239,-110.3935394287,73.0786514282,52.0616340637,0.0265294313,0.0568798482,0.0070198178,8.1522140503,83.5095214844,-33.9126472473,0.0238640904,0.0213003755,0.0175822675,49.1313209534,35.1251449585,-44.5341339111,0.0558330417,-0.0238810778,-0.0069409609,
