Time(sec),Gyr1_X(deg/sec),Gyr1_Y(deg/sec),Gyr1_Z(deg/sec),Acc1_X(m/s^2),Acc1_Y(m/s^2),Acc1_Z(m/s^2),Gyr2_X(deg/sec),Gyr2_Y(deg/sec),Gyr2_Z(deg/sec),Acc2_X(m/s^2),Acc2_Y(m/s^2),Acc2_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),
2652.253,-3.2134160995,1.3272459507,-84.3357467651,0.0607603937,0.0428566895,0.0067245364,-113.6371765137,75.1896667480,133.7341308594,0.0429491997,0.0564221144,0.0003719926,2.3241820335,82.2749786377,-115.2341918945,0.0260808468,0.0267123580,0.0257611275,26.1602420807,55.4843864441,-141.8821563721,0.0705538392,0.0000890791,0.0048968792,
2652.263,-3.2137899399,1.3291168213,-84.3358459473,0.0534688234,0.0389569104,0.0120965242,-113.6308288574,75.1899108887,133.7439727783,0.0390440226,0.0588719249,0.0164574385,2.3198058605,82.2735595703,-115.2302703857,0.0211946964,0.0272100866,0.0247618556,26.1644477844,55.4822959900,-141.8748321533,0.0851816535,0.0068744421,-0.0019475222,
2652.273,-3.2144329548,1.3281381130,-84.3351974487,0.0568697155,0.0423861071,0.0033077598,-113.6420745850,75.1893310547,133.7384338379,0.0356234312,0.0613014102,0.0028356910,2.3227281570,82.2712936401,-115.2174682617,0.0294901729,0.0272014737,0.0291142464,26.1595115662,55.4808959961,-141.8747253418,0.0793083906,-0.0043210536,0.0092432499,
2652.283,-3.2157373428,1.3278222084,-84.3340454102,0.0612587333,0.0399674252,0.0081920028,-113.6445846558,75.1899490356,133.7423706055,0.0361145139,0.0573818684,0.0140722394,2.3160831928,82.2708587646,-115.2145233154,0.0285125971,0.0242873430,0.0242263079,26.1579017639,55.4819602966,-141.8717803955,0.0739478469,0.0035125315,-0.0039335489,
2652.293,-3.2155303955,1.3284223080,-84.3335189819,0.0578512326,0.0453348979,0.0057497025,-113.6698837280,75.1868438721,133.7244873047,0.0380537510,0.0603135228,-0.0019160509,2.3092370033,82.2676620483,-115.2125244141,0.0289933681,0.0243013501,0.0300292373,26.1556472778,55.4791374207,-141.8690795898,0.0758730173,0.0020497590,0.0067623854,
2652.303,-3.2167503834,1.3276697397,-84.3317337036,0.0627209172,0.0424264818,0.0033100247,-113.6714935303,75.1870803833,133.7279815674,0.0351251364,0.0583540201,0.0068780184,2.3156216145,82.2658386230,-115.1954498291,0.0241062641,0.0291678011,0.0275589228,26.1537189484,55.4802856445,-141.8672943115,0.0739312172,-0.0013437718,0.0018859506,
2652.313,-3.2178440094,1.3261355162,-84.3317642212,0.0631824285,0.0429338589,0.0091697574,-113.6801757813,75.1854476929,133.7247619629,0.0312116146,0.0583635569,0.0069245696,2.3123230934,82.2685317993,-115.1893005371,0.0285071135,0.0233180523,0.0144191384,26.1563167572,55.4810104370,-141.8611602783,0.0778446794,0.0044971406,0.0014183521,
2652.323,-3.2169842720,1.3281290531,-84.3307037354,0.0573578402,0.0390125848,0.0052635074,-113.6973876953,75.1873855591,133.7130279541,0.0321968198,0.0622089803,0.0050289631,2.3105225563,82.2693176270,-115.1840133667,0.0226495862,0.0233229101,0.0212696791,26.1637954712,55.4811668396,-141.8504028320,0.0797993541,0.0093145072,-0.0024532676,
2652.333,-3.2170073986,1.3272533417,-84.3301239014,0.0607605278,0.0424309745,0.0028218031,-113.7063217163,75.1896667480,133.7084045410,0.0351366997,0.0675288141,0.0094447732,2.3290231228,82.2667541504,-115.1560440063,0.0270380974,0.0301131606,0.0339228511,26.1710376740,55.4884986877,-141.8419036865,0.0764538646,-0.0019338429,-0.0067217350,
2652.343,-3.2191488743,1.3288536072,-84.3290176392,0.0544407889,0.0370971486,0.0047775507,-113.7071609497,75.1914291382,133.7135162354,0.0341680050,0.0601764023,0.0143190622,2.3227055073,82.2686843872,-115.1534423828,0.0265543461,0.0218287110,0.0212597847,26.1760044098,55.4948234558,-141.8347473145,0.0750515461,-0.0024261177,-0.0007590055,
2652.353,-3.2176630497,1.3294942379,-84.3277969360,0.0559168123,0.0453720316,0.0130773783,-113.7034454346,75.1919174194,133.7226867676,0.0351467133,0.0572453439,0.0118592381,2.3271677494,82.2691879272,-115.1407012939,0.0236258507,0.0247481763,0.0241990089,26.1790809631,55.4992713928,-141.8280029297,0.0814432502,-0.0019369125,0.0046828389,
2652.363,-3.2162196636,1.3287912607,-84.3266067505,0.0602990761,0.0453469045,0.0033097267,-113.6925048828,75.1881179810,133.7418823242,0.0395243168,0.0578119457,0.0123282075,2.3102223873,82.2685317993,-115.1500015259,0.0260657072,0.0208816230,0.0285787582,26.1840763092,55.5040664673,-141.8197326660,0.0741664171,-0.0019508451,0.0042781234,
2652.373,-3.2157268524,1.3306362629,-84.3248825073,0.0559367426,0.0419203006,0.0077046156,-113.6798629761,75.1903076172,133.7595520020,0.0351395607,0.0573128462,0.0230037570,2.3316602707,82.2687301636,-115.1208343506,0.0289958715,0.0301083326,0.0256578326,26.1854553223,55.5068969727,-141.8159637451,0.0746826530,-0.0004802942,0.0057854652,
2652.383,-3.2134494781,1.3308719397,-84.3243026733,0.0569174141,0.0418806225,0.0037965775,-113.6757965088,75.1899337769,133.7678833008,0.0385558605,0.0534195304,0.0102941394,2.3111109734,82.2704086304,-115.1338577271,0.0246052742,0.0189276338,0.0193320513,26.1861000061,55.5072441101,-141.8129425049,0.0790805817,0.0009810030,0.0101872683,
2652.393,-3.2136654854,1.3304100037,-84.3231506348,0.0593507625,0.0374898687,0.0003782511,-113.6768112183,75.1905517578,133.7687530518,0.0410000086,0.0553613901,0.0058997869,2.3214404583,82.2714233398,-115.1177368164,0.0299787521,0.0301344097,0.0208187699,26.1816368103,55.5098533630,-141.8157958984,0.0659227967,0.0015254319,0.0067835450,
2652.403,-3.2130472660,1.3321175575,-84.3232498169,0.0559625849,0.0404087454,0.0047733784,-113.6786422729,75.1916198730,133.7684326172,0.0351454020,0.0602245033,0.0049235225,2.3184711933,82.2742385864,-115.1163177490,0.0304736495,0.0252605379,0.0179352164,26.1836433411,55.5082015991,-141.8113708496,0.0727424026,0.0093096644,0.0004234314,
2652.413,-3.2139246464,1.3310966492,-84.3220367432,0.0574096143,0.0414006189,0.0116089582,-113.6735305786,75.1931991577,133.7736663818,0.0371055603,0.0602094829,0.0102629662,2.3159441948,82.2705154419,-115.1153335571,0.0285117626,0.0237991512,0.0251969099,26.1755619049,55.5047111511,-141.8148345947,0.0741727948,0.0010583997,0.0066901445,
2652.423,-3.2127423286,1.3310935497,-84.3220748901,0.0598509684,0.0423565805,0.0062372088,-113.6626205444,75.1968841553,133.7845611572,0.0420048237,0.0635901392,0.0160526633,2.2945795059,82.2698974609,-115.1309356689,0.0294868946,0.0199431181,0.0237178206,26.1754512787,55.5031890869,-141.8116149902,0.0687866211,0.0078858435,0.0037415028,
2652.433,-3.2126476765,1.3323175907,-84.3209838867,0.0603606068,0.0447963104,0.0140501261,-113.6523284912,75.1989746094,133.7947692871,0.0429906845,0.0611350536,0.0155081153,2.3080396652,82.2677154541,-115.1127243042,0.0299700499,0.0252808332,0.0192892551,26.1736011505,55.5028228760,-141.8089599609,0.0746424198,0.0030169785,0.0037276745,
2652.443,-3.2102851868,1.3336840868,-84.3185653687,0.0535485148,0.0462199710,0.0111184120,-113.6554946899,75.2032775879,133.7926025391,0.0391036272,0.0674105883,0.0145155191,2.2957007885,82.2675857544,-115.1186523438,0.0236220956,0.0223803520,0.0183094740,26.1693859100,55.5027275085,-141.8083496094,0.0731766224,-0.0037821233,0.0056616068,
2652.453,-3.2079911232,1.3330690861,-84.3174133301,0.0642799735,0.0461800173,0.0037917495,-113.6552658081,75.2031478882,133.7981719971,0.0376381874,0.0610656440,0.0145154595,2.3018839359,82.2672576904,-115.1055374146,0.0363166332,0.0267599225,0.0231854320,26.1709022522,55.5035896301,-141.8020019531,0.0726968050,0.0015809238,0.0042143464,
2652.463,-3.2080795765,1.3360744715,-84.3151245117,0.0560316294,0.0442283601,-0.0001130104,-113.6617813110,75.2023162842,133.7979278564,0.0317751169,0.0556956530,0.0125946403,2.3008415699,82.2697982788,-115.0953750610,0.0294866562,0.0272524059,0.0144394040,26.1812267303,55.5077133179,-141.7888183594,0.0849446654,0.0054217875,-0.0054529905,
2652.473,-3.2077963352,1.3355973959,-84.3127899170,0.0643240884,0.0432468727,0.0111169219,-113.6770324707,75.2032470703,133.7899322510,0.0376386642,0.0629777908,0.0072797537,2.3217537403,82.2722320557,-115.0655517578,0.0250978470,0.0281811059,0.0188795924,26.1910991669,55.5117912292,-141.7787933350,0.0678951144,0.0073131919,0.0019671917,
2652.483,-3.2072143555,1.3358781338,-84.3128967285,0.0609110147,0.0403070450,0.0037921667,-113.6823348999,75.2025756836,133.7944488525,0.0356825590,0.0615137219,0.0107240677,2.3284292221,82.2737808228,-115.0482482910,0.0251014829,0.0267014802,0.0184176564,26.1976184845,55.5160064697,-141.7693786621,0.0664718747,0.0038640499,0.0005843639,
2652.493,-3.2090358734,1.3359729052,-84.3117828369,0.0618892349,0.0403387770,0.0062354207,-113.6859207153,75.1995162964,133.8000183105,0.0405517220,0.0547184944,0.0088062882,2.3272593021,82.2748260498,-115.0399246216,0.0221742392,0.0247518420,0.0228296518,26.2037811279,55.5198745728,-141.7606048584,0.0665101409,0.0052989721,-0.0076384544,
2652.503,-3.2096700668,1.3374847174,-84.3094482422,0.0570327975,0.0423029102,0.0018422008,-113.6889953613,75.1983947754,133.8055725098,0.0341990590,0.0615661740,0.0107796192,2.3219096661,82.2742156982,-115.0364608765,0.0236376524,0.0247641206,0.0218424797,26.2054996490,55.5194053650,-141.7565155029,0.0772476792,0.0077219605,0.0060337782,
