epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.1753,1.06675,3.05873,1.01911,0.1215,0.40162,0.16746,0.10991,1.05452,2.82909,0.98112,0.000297684,0.000297684,0.000297684
2,22.4224,0.99329,1.22335,0.93126,0.98582,0.18846,0.19479,0.14756,0.89971,1.19953,0.88684,0.000402458,0.000402458,0.000402458
3,32.8194,0.89576,0.95536,0.90578,0.98925,0.19332,0.19638,0.15741,0.78245,0.84785,0.88152,0.000307253,0.000307253,0.000307253
