Time(sec),Gyr1_X(deg/sec),Gyr1_Y(deg/sec),Gyr1_Z(deg/sec),Acc1_X(m/s^2),Acc1_Y(m/s^2),Acc1_Z(m/s^2),Gyr2_X(deg/sec),Gyr2_Y(deg/sec),Gyr2_Z(deg/sec),Acc2_X(m/s^2),Acc2_Y(m/s^2),Acc2_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),
2099.493,-3.2005345821,1.3199486732,-141.6266632080,0.0596565083,0.0431207269,0.0125683546,-117.3772583008,75.1368331909,11.9097490311,0.0368536711,0.0504986644,0.0124877095,-3.3991980553,82.4915924072,164.4985198975,0.0275585055,0.0263977423,0.0237187147,23.6888751984,55.5081748962,8.1124677658,0.0776249766,0.0023797154,0.0002823472,
2099.503,-3.2009074688,1.3188635111,-141.6254882813,0.0615906976,0.0411741175,0.0023144484,-117.3845367432,75.1392898560,11.9090509415,0.0300287604,0.0611892343,0.0154274106,-3.4031288624,82.4909896851,164.5028228760,0.0304868221,0.0229894221,0.0251741409,23.6854648590,55.5061912537,8.1129102707,0.0717459917,-0.0010188669,0.0080550909,
2099.513,-3.1999478340,1.3177163601,-141.6255035400,0.0615706816,0.0416457020,0.0023127794,-117.3779525757,75.1406021118,11.9206237793,0.0349174142,0.0558121204,0.0153910518,-3.3943848610,82.4928665161,164.5208282471,0.0251200199,0.0298032612,0.0242294669,23.6849060059,55.5069465637,8.1148042679,0.0751714110,0.0038733482,0.0041565299,
2099.523,-3.2011449337,1.3179582357,-141.6249847412,0.0571803749,0.0338540561,0.0125681162,-117.3791732788,75.1396331787,11.9238719940,0.0271005630,0.0528946817,0.0085673928,-3.3898406029,82.4969711304,164.5335235596,0.0207348466,0.0278355405,0.0111148357,23.6844005585,55.5032806396,8.1166305542,0.0741586685,0.0038568377,0.0114306808,
2099.533,-3.2013039589,1.3182899952,-141.6250457764,0.0586510040,0.0441107191,0.0052441359,-117.3636093140,75.1385345459,11.9438619614,0.0310019255,0.0548960567,0.0177910924,-3.4013838768,82.4967651367,164.5296478271,0.0241523385,0.0215147361,0.0228303671,23.6862030029,55.5027389526,8.1210079193,0.0795243979,0.0072553158,-0.0012646914,
2099.543,-3.2011153698,1.3211163282,-141.6227264404,0.0547940731,0.0450839400,0.0086629987,-117.3685302734,75.1357116699,11.9443445206,0.0334306955,0.0539509356,0.0022074580,-3.4052748680,82.4976272583,164.5338745117,0.0261074305,0.0254290029,0.0228470564,23.6861686707,55.5046119690,8.1246500015,0.0746600628,0.0033601224,-0.0012408495,
2099.553,-3.2007274628,1.3201284409,-141.6221008301,0.0591713600,0.0416592285,0.0071974397,-117.3667678833,75.1349639893,11.9500637054,0.0324507952,0.0598253310,0.0114836693,-3.4112401009,82.4992218018,164.5362091064,0.0280641913,0.0225115195,0.0184787512,23.6867370605,55.5072288513,8.1294422150,0.0766390562,0.0038585067,-0.0041327477,
2099.563,-3.2004306316,1.3178457022,-141.6195831299,0.0576666892,0.0411658287,0.0081727505,-117.3598709106,75.1314163208,11.9609546661,0.0280403495,0.0506152213,0.0085538626,-3.4194769859,82.5004577637,164.5348815918,0.0305083990,0.0249705687,0.0165491104,23.6908321381,55.5085411072,8.1345167160,0.0727458000,0.0052937269,-0.0040999651,
2099.573,-3.2009210587,1.3175972700,-141.6183624268,0.0566857904,0.0406860970,0.0067084432,-117.3591995239,75.1284561157,11.9675874710,0.0368161798,0.0535910428,0.0071090460,-3.4198055267,82.5012359619,164.5439453125,0.0266039371,0.0254587904,0.0170511603,23.6907138824,55.5076293945,8.1359853745,0.0795727372,0.0043129921,0.0027235150,
2099.583,-3.2036356926,1.3167841434,-141.6165161133,0.0566716008,0.0392685682,0.0076872110,-117.3511123657,75.1277770996,11.9806938171,0.0368131399,0.0580115616,0.0158709884,-3.4256360531,82.5026321411,164.5463867188,0.0280719399,0.0225411505,0.0190277100,23.6911487579,55.5081748962,8.1395235062,0.0746952891,0.0052887946,0.0037092566,
2099.593,-3.2049024105,1.3196201324,-141.6148681641,0.0567210838,0.0422202609,0.0067130327,-117.3618392944,75.1289749146,11.9747467041,0.0309591293,0.0638315082,0.0051624775,-3.4133219719,82.5011367798,164.5661926270,0.0226974487,0.0278853625,0.0233964920,23.6915168762,55.5093650818,8.1429948807,0.0756835938,0.0038273931,0.0007960200,
2099.603,-3.2054064274,1.3221806288,-141.6138153076,0.0577423275,0.0427172668,0.0120857954,-117.3639831543,75.1297912598,11.9785957336,0.0304744840,0.0608848631,0.0080943704,-3.4078485966,82.5005569458,164.5792083740,0.0295320749,0.0268968493,0.0194784403,23.6928958893,55.5108604431,8.1486291885,0.0771632195,0.0048002303,-0.0035722852,
2099.613,-3.2053039074,1.3208572865,-141.6119232178,0.0562543906,0.0427155048,0.0057373643,-117.3632812500,75.1290054321,11.9832496643,0.0324240923,0.0579690337,0.0105391145,-3.4151141644,82.4995651245,164.5801391602,0.0290415287,0.0234966353,0.0267862678,23.6941261292,55.5111351013,8.1533126831,0.0776542425,0.0072319508,0.0018061996,
2099.623,-3.2062051296,1.3226130009,-141.6120758057,0.0577498712,0.0373600721,-0.0006086826,-117.3611297607,75.1308975220,11.9909143448,0.0299911499,0.0584322512,0.0149104595,-3.4111804962,82.5011367798,164.5922851563,0.0251388550,0.0249507949,0.0209538937,23.6931591034,55.5094947815,8.1559123993,0.0717786551,0.0028368533,0.0071530342,
2099.633,-3.2083573341,1.3244019747,-141.6116180420,0.0558279641,0.0349561237,0.0057418346,-117.3656921387,75.1309738159,11.9911403656,0.0304797888,0.0618414879,0.0080922246,-3.4101462364,82.5012054443,164.6027069092,0.0270921588,0.0259249583,0.0238834620,23.6912479401,55.5071258545,8.1575899124,0.0746849179,0.0062583089,0.0090661049,
2099.643,-3.2079665661,1.3232955933,-141.6085662842,0.0597149059,0.0437383987,-0.0025599003,-117.3564300537,75.1301727295,12.0050754547,0.0304762125,0.0521053374,0.0178268552,-3.4058880806,82.5026321411,164.6144866943,0.0227008462,0.0268902332,0.0175603628,23.6903724670,55.5051803589,8.1609172821,0.0771070719,0.0082082152,0.0090380311,
2099.653,-3.2078678608,1.3241480589,-141.6074523926,0.0592414960,0.0427601002,0.0062294602,-117.3506774902,75.1288757324,12.0148267746,0.0353531837,0.0570199490,0.0119545460,-3.4107525349,82.5037002563,164.6165771484,0.0261212587,0.0244589150,0.0180678964,23.6887416840,55.5031356812,8.1627759933,0.0741571784,0.0038165748,0.0104686618,
2099.663,-3.2090191841,1.3239752054,-141.6063232422,0.0607033260,0.0383856334,0.0067188144,-117.3566436768,75.1303634644,12.0147142410,0.0275473595,0.0555208027,0.0056192875,-3.4185616970,82.5028915405,164.6163787842,0.0285608172,0.0230128765,0.0219612718,23.6892795563,55.5040626526,8.1672153473,0.0770960450,0.0033288002,-0.0002586842,
2099.673,-3.2089269161,1.3229629993,-141.6056976318,0.0592208207,0.0427785777,0.0062302351,-117.3636398315,75.1323318481,12.0125360489,0.0304858685,0.0584062338,0.0114914775,-3.4217081070,82.5045318604,164.6208496094,0.0290528536,0.0235067308,0.0200362802,23.6902313232,55.5015830994,8.1710720062,0.0785363913,0.0072121620,0.0045953989,
2099.683,-3.2099628448,1.3217039108,-141.6050872803,0.0601754114,0.0452380590,0.0086716413,-117.3580932617,75.1301879883,12.0223827362,0.0319411159,0.0496609807,0.0124624372,-3.4365532398,82.5036773682,164.6148223877,0.0222149491,0.0225652009,0.0229533911,23.6885509491,55.5025596619,8.1727209091,0.0756163597,0.0003970563,0.0006951690,
2099.693,-3.2084116936,1.3219645023,-141.6051330566,0.0592033975,0.0456993133,0.0140416622,-117.3608932495,75.1286087036,12.0239095688,0.0270512104,0.0560261309,0.0105327368,-3.4145038128,82.5046920776,164.6447448730,0.0197758675,0.0352086872,0.0283400416,23.6901283264,55.5022621155,8.1760034561,0.0775665045,0.0028224587,0.0050922632,
2099.703,-3.2078390121,1.3202221394,-141.6039428711,0.0640558079,0.0422714017,0.0067163110,-117.3513870239,75.1252746582,12.0381584167,0.0289894342,0.0521892905,0.0095437765,-3.4183959961,82.5043334961,164.6471405029,0.0241695642,0.0264290273,0.0214968324,23.6900959015,55.5022125244,8.1794595718,0.0775660276,0.0028223544,0.0041140318,
2099.713,-3.2081711292,1.3208706379,-141.6021881104,0.0577194728,0.0413006097,-0.0001190305,-117.3583908081,75.1250000000,12.0358257294,0.0382655263,0.0614560843,0.0066443086,-3.4119472504,82.5072326660,164.6612548828,0.0271058679,0.0239698067,0.0225225687,23.6915893555,55.5019416809,8.1838588715,0.0736571550,0.0037839413,0.0041169524,
2099.723,-3.2078158855,1.3203203678,-141.6016082764,0.0596629903,0.0437358394,0.0037862062,-117.3613204956,75.1253280640,12.0376958847,0.0289896727,0.0619336665,0.0076299906,-3.4226231575,82.5056915283,164.6587219238,0.0246609449,0.0239959210,0.0249394178,23.6912269592,55.4997978210,8.1857671738,0.0765656233,0.0032866150,0.0089704394,
2099.733,-3.2090544701,1.3181719780,-141.6010131836,0.0630434752,0.0403395072,0.0023220778,-117.3568878174,75.1277160645,12.0468978882,0.0294886231,0.0589775443,0.0188243389,-3.4124746323,82.5057449341,164.6782989502,0.0246610641,0.0259256586,0.0244503617,23.6900596619,55.4990501404,8.1886968613,0.0775347948,0.0003630519,-0.0003219247,
2099.743,-3.2088375092,1.3183083534,-141.5985870361,0.0576747619,0.0452185385,0.0052515268,-117.3632736206,75.1257324219,12.0459852219,0.0285031796,0.0560642183,0.0017753243,-3.4161448479,82.5085449219,164.6839904785,0.0266205668,0.0264195427,0.0186389685,23.6923942566,55.4982986450,8.1921882629,0.0794804692,0.0032673478,-0.0022751093,
2099.753,-3.2085275650,1.3185595274,-141.5961914063,0.0571908653,0.0413068719,0.0028099418,-117.3568878174,75.1261672974,12.0561141968,0.0387590528,0.0565591753,0.0154183507,-3.4210085869,82.5081176758,164.6891784668,0.0256430507,0.0235014707,0.0254684091,23.6940898895,55.4961624146,8.1961545944,0.0745765567,0.0081224442,0.0060041547,
2099.763,-3.2080397606,1.3175839186,-141.5962066650,0.0610800907,0.0442280844,0.0052503943,-117.3522186279,75.1261138916,12.0645093918,0.0358291268,0.0531518161,0.0129587054,-3.4264566898,82.5089569092,164.6936950684,0.0305277705,0.0254662484,0.0245072842,23.6920394897,55.4951591492,8.1982278824,0.0716369152,0.0056938231,0.0054947138,
2099.773,-3.2053990364,1.3199524879,-141.5951080322,0.0562386028,0.0451585948,0.0111081004,-117.3393096924,75.1262130737,12.0818996429,0.0382709503,0.0546418130,0.0163242817,-3.4264073372,82.5086212158,164.7006378174,0.0227144957,0.0264430717,0.0215712786,23.6934795380,55.4973220825,8.2008981705,0.0716583133,0.0042284727,0.0030874610,
2099.783,-3.2039277554,1.3169965744,-141.5944366455,0.0639995262,0.0475744344,0.0091524124,-117.3348312378,75.1274337769,12.0906896591,0.0319287777,0.0560977757,0.0148321986,-3.4394865036,82.5115051270,164.6951751709,0.0217444897,0.0235405266,0.0167390108,23.6945075989,55.4979400635,8.2065038681,0.0711761713,0.0032460988,0.0065170527,
