Time(sec),Gyr1_X(deg/sec),Gyr1_Y(deg/sec),Gyr1_Z(deg/sec),Acc1_X(m/s^2),Acc1_Y(m/s^2),Acc1_Z(m/s^2),Gyr2_X(deg/sec),Gyr2_Y(deg/sec),Gyr2_Z(deg/sec),Acc2_X(m/s^2),Acc2_Y(m/s^2),Acc2_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),
1852.953,-3.2153930664,1.3225474358,-166.9931030273,0.0553073213,0.0399615467,0.0106311440,-116.6552429199,75.4964294434,0.6293466091,0.0350265503,0.0519362688,0.0166470408,-8.3053808212,82.8705978394,-23.5657806396,0.0230301023,0.0211034566,0.0180853382,23.2518367767,55.9057540894,-82.7541732788,0.0800697803,0.0076284707,0.0145674944,
1852.963,-3.2164769173,1.3211513758,-166.9914245605,0.0670017153,0.0365624987,0.0008655190,-116.6552429199,75.4981689453,0.6342138052,0.0364990234,0.0558164418,0.0127276182,-8.3112096786,82.8685607910,-23.5634193420,0.0274202228,0.0235625431,0.0244004130,23.2480907440,55.9066467285,-82.7549591064,0.0781253576,0.0003429353,0.0018688440,
1852.973,-3.2143881321,1.3227161169,-166.9897155762,0.0592165142,0.0453151315,0.0120946169,-116.6686401367,75.5003585815,0.6239916086,0.0404148698,0.0596626103,0.0044628978,-8.3025341034,82.8693313599,-23.5478363037,0.0288867354,0.0284246355,0.0219691098,23.2490482330,55.9080734253,-82.7516326904,0.0771627426,0.0032721758,0.0067747831,
1852.983,-3.2149529457,1.3243807554,-166.9898376465,0.0582689978,0.0448366515,0.0052599311,-116.6611785889,75.5029678345,0.6326363087,0.0306606293,0.0537792444,0.0141794086,-8.3012323380,82.8689193726,-23.5406455994,0.0225381851,0.0201221406,0.0244020969,23.2522563934,55.9127960205,-82.7462844849,0.0737910271,0.0008288026,0.0024548173,
1852.993,-3.2149894238,1.3233757019,-166.9898681641,0.0611811504,0.0423959084,0.0052596927,-116.6609344482,75.5032958984,0.6328957081,0.0365214348,0.0596337318,0.0112465024,-8.2956609726,82.8670501709,-23.5294113159,0.0293700695,0.0274387375,0.0302293599,23.2599620819,55.9177246094,-82.7385787964,0.0787220001,0.0012760162,0.0010860562,
1853.003,-3.2155640125,1.3258985281,-166.9875030518,0.0534126684,0.0468003936,-0.0015747547,-116.6595687866,75.5018463135,0.6359608769,0.0374916792,0.0552646518,0.0044161677,-8.2891664505,82.8674087524,-23.5185298920,0.0249763131,0.0284002572,0.0277921259,23.2751941681,55.9253311157,-82.7239151001,0.0724487305,0.0060651302,-0.0031501055,
1853.013,-3.2158563137,1.3273750544,-166.9869079590,0.0505087450,0.0414343514,0.0057502389,-116.6601333618,75.4978256226,0.6375848055,0.0389389396,0.0567888021,0.0059134960,-8.3090114594,82.8675155640,-23.5345649719,0.0200937390,0.0230720639,0.0214523524,23.2938079834,55.9354972839,-82.7093505859,0.0652239323,0.0083975196,-0.0053836703,
1853.023,-3.2156243324,1.3274908066,-166.9851074219,0.0578349829,0.0409420282,0.0116094947,-116.6535339355,75.4946517944,0.6464374661,0.0364836454,0.0583136678,0.0083530545,-8.3004159927,82.8685607910,-23.5239238739,0.0279085040,0.0264687687,0.0229322910,23.3057212830,55.9449729919,-82.6979141235,0.0731290579,0.0034618378,-0.0003291965,
1853.033,-3.2144939899,1.3295052052,-166.9839019775,0.0510341898,0.0462933816,0.0111209154,-116.6569061279,75.4925231934,0.6452156901,0.0291501284,0.0617578626,-0.0008952022,-8.3105926514,82.8713684082,-23.5296878815,0.0303559899,0.0245308504,0.0220060870,23.3181400299,55.9531898499,-82.6877975464,0.0771155953,0.0014441907,-0.0021249056,
1853.043,-3.2142353058,1.3301858902,-166.9827117920,0.0554406010,0.0433591753,0.0023318529,-116.6482849121,75.4864730835,0.6554611921,0.0340064764,0.0550284386,0.0069291592,-8.3285007477,82.8743972778,-23.5432567596,0.0240148902,0.0255388469,0.0196214840,23.3273525238,55.9615211487,-82.6788482666,0.0757321715,0.0018973351,-0.0029564500,
1853.053,-3.2144396305,1.3282759190,-166.9814453125,0.0602900870,0.0438510627,0.0047727823,-116.6233825684,75.4831466675,0.6813486814,0.0335036516,0.0565941036,0.0185751915,-8.3363962173,82.8778915405,-23.5481395721,0.0289052725,0.0294535384,0.0240780562,23.3421745300,55.9697685242,-82.6677246094,0.0772775412,0.0032764971,-0.0032769442,
