Time(sec),Gyr1_X(deg/sec),Gyr1_Y(deg/sec),Gyr1_Z(deg/sec),Acc1_X(m/s^2),Acc1_Y(m/s^2),Acc1_Z(m/s^2),Gyr2_X(deg/sec),Gyr2_Y(deg/sec),Gyr2_Z(deg/sec),Acc2_X(m/s^2),Acc2_Y(m/s^2),Acc2_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),
1701.163,-3.2295308113,1.3569283485,177.3108825684,0.0690908134,0.0406953320,0.0062640905,-117.4804229736,73.8956222534,-42.2255401611,0.0340001583,0.0560480952,0.0161524415,-4.3747124672,82.7612838745,-138.9256591797,0.0247446299,0.0278054178,0.0206469297,22.4901790619,55.9334526062,-133.6695098877,0.0798524022,0.0073261559,0.0003219843,
1701.173,-3.2300152779,1.3570408821,177.3114013672,0.0593271516,0.0387506485,-0.0005714297,-117.3981018066,73.9369888306,-42.1436729431,0.0332236290,0.0585470796,0.0232915133,-4.3620276451,82.7592239380,-138.9048919678,0.0286463499,0.0297330916,0.0250034332,22.4938850403,55.9308929443,-133.6611175537,0.0783624649,0.0082549900,0.0139733553,
1701.183,-3.2313086987,1.3561530113,177.3124694824,0.0651710331,0.0358435139,0.0023593903,-117.3173446655,73.9800033569,-42.0610694885,0.0217123032,0.0566239655,0.0162661970,-4.3654532433,82.7597656250,-138.8987731934,0.0281592607,0.0219274759,0.0176893473,22.4945755005,55.9321708679,-133.6555633545,0.0754452944,0.0019082427,-0.0011432171,
1701.193,-3.2317731380,1.3559899330,177.3136138916,0.0607736558,0.0407344215,0.0096835494,-117.2415008545,74.0236206055,-41.9857826233,0.0175275803,0.0551657081,0.0102352500,-4.3724160194,82.7598190308,-138.8941497803,0.0252296925,0.0317085087,0.0240390301,22.4996871948,55.9316177368,-133.6463928223,0.0759282112,0.0072300732,-0.0001550317,
1701.203,-3.2330374718,1.3577104807,177.3141021729,0.0539677404,0.0358735882,0.0072447658,-117.1612091064,74.0727005005,-41.9036788940,0.0211809874,0.0653547943,0.0119572729,-4.4177308083,82.7605209351,-138.9248199463,0.0247429609,0.0269255042,0.0186871886,22.5032596588,55.9312286377,-133.6362762451,0.0715298653,0.0028010905,-0.0035650134,
1701.213,-3.2324740887,1.3578764200,177.3134613037,0.0593417324,0.0466059633,0.0121265650,-117.0614700317,74.1260528564,-41.8027496338,0.0268071890,0.0550118387,0.0243079364,-4.4830255508,82.7602767944,-138.9761505127,0.0237658620,0.0260943174,0.0274837613,22.5112648010,55.9313316345,-133.6237335205,0.0744605660,0.0061472952,-0.0045101643,
1701.223,-3.2312359810,1.3559635878,177.3152465820,0.0666325688,0.0446313135,-0.0000821948,-116.9455642700,74.1806335449,-41.6858673096,0.0304852724,0.0573785007,0.0204693377,-4.5139431953,82.7618484497,-138.9947357178,0.0242576003,0.0261608958,0.0182385445,22.5147418976,55.9262886047,-133.6156005859,0.0783174634,0.0041348189,0.0135018229,
1701.233,-3.2323434353,1.3559209108,177.3151245117,0.0622373000,0.0407443531,0.0091958046,-116.8330993652,74.2413482666,-41.5673828125,0.0327267647,0.0655039251,0.0224609971,-4.5442042351,82.7657241821,-139.0133666992,0.0267075300,0.0267111957,0.0144030452,22.5161247253,55.9229545593,-133.6090545654,0.0792614818,0.0026390851,0.0027204752,
1701.243,-3.2338149548,1.3566435575,177.3156280518,0.0573670939,0.0373520032,0.0043153167,-116.7287445068,74.2993011475,-41.4589080811,0.0325126648,0.0536299944,0.0113273412,-4.5763044357,82.7652435303,-139.0332641602,0.0262181759,0.0292245150,0.0227013826,22.5206947327,55.9217338562,-133.6006469727,0.0748549700,0.0045440942,0.0012562275,
1701.253,-3.2338945866,1.3563733101,177.3168029785,0.0607803464,0.0422362126,-0.0005679727,-116.6356201172,74.3513336182,-41.3700332642,0.0395939350,0.0540257394,-0.0011767149,-4.5832219124,82.7668991089,-139.0294647217,0.0242686868,0.0233781636,0.0227320790,22.5264739990,55.9216918945,-133.5901336670,0.0851084590,0.0064447671,-0.0045819283,
1701.263,-3.2329330444,1.3568001986,177.3161315918,0.0602995157,0.0480788276,0.0043143034,-116.5592498779,74.3974304199,-41.3015785217,0.0417637825,0.0495892465,-0.0062394589,-4.5996017456,82.7682571411,-139.0345764160,0.0272013545,0.0214596391,0.0129907727,22.5286884308,55.9267616272,-133.5841522217,0.0714861751,0.0005934685,-0.0030410886,
