Time(sec),Gyr1_X(deg/sec),Gyr1_Y(deg/sec),Gyr1_Z(deg/sec),Acc1_X(m/s^2),Acc1_Y(m/s^2),Acc1_Z(m/s^2),Gyr2_X(deg/sec),Gyr2_Y(deg/sec),Gyr2_Z(deg/sec),Acc2_X(m/s^2),Acc2_Y(m/s^2),Acc2_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),Gyr_X(deg/sec),Gyr_Y(deg/sec),Gyr_Z(deg/sec),Acc_X(m/s^2),Acc_Y(m/s^2),Acc_Z(m/s^2),
167.373,-3.2785670757,1.3869329691,18.9666519165,0.0603369959,0.0478964970,0.0073017478,-114.6673431396,73.0441818237,67.1811523438,0.0273306966,0.0676280260,-0.0014300942,-10.9652767181,84.4041976929,127.4489288330,0.0225782990,0.0228770971,0.0300182700,42.4670104980,43.2580833435,105.7259368896,0.0715162158,-0.0035288334,-0.0036436915,
167.383,-3.2774469852,1.3886865377,18.9664669037,0.0623207167,0.0464121066,0.0077897906,-114.6749343872,73.0439453125,67.1797180176,0.0312357545,0.0637092590,0.0044662356,-10.9575004578,84.4031143188,127.4663391113,0.0206233263,0.0223790109,0.0236500502,42.4670677185,43.2609481812,105.7320785522,0.0559276342,-0.0127835870,-0.0065480471,
167.393,-3.2766768932,1.3879607916,18.9688911438,0.0588900857,0.0405393317,0.0156010985,-114.6798248291,73.0447540283,67.1789474487,0.0239156485,0.0671051443,0.0098543763,-10.9782733917,84.4055633545,127.4547958374,0.0235571861,0.0189888775,0.0163719654,42.4661369324,43.2617492676,105.7388687134,0.0710745454,-0.0186276436,-0.0075251460,
167.403,-3.2754545212,1.3881499767,18.9712352753,0.0618230775,0.0444242842,0.0068110228,-114.6864624023,73.0482864380,67.1772613525,0.0239336491,0.0719196498,0.0152316689,-10.9670286179,84.4010467529,127.4742279053,0.0211080909,0.0189837515,0.0324094892,42.4708976746,43.2644462585,105.7481765747,0.0632963181,-0.0093734562,-0.0074615479,
167.413,-3.2768189907,1.3891642094,18.9729690552,0.0589110851,0.0439597443,0.0097423196,-114.6913681030,73.0484848022,67.1762695313,0.0283291936,0.0621405244,0.0093936324,-10.9632692337,84.4026260376,127.4842300415,0.0250170231,0.0233677328,0.0275455713,42.4715843201,43.2631950378,105.7545089722,0.0696280599,-0.0118311942,-0.0006299615,
167.423,-3.2769713402,1.3905535936,18.9746990204,0.0574704781,0.0439623669,0.0058369040,-114.6930084229,73.0515975952,67.1780853271,0.0195559859,0.0659962893,0.0108445287,-10.9422693253,84.4039459229,127.5139541626,0.0259958506,0.0282096267,0.0192645788,42.4709968567,43.2647590637,105.7593917847,0.0642768741,-0.0088833869,0.0003555417,
167.433,-3.2760257721,1.3895670176,18.9759216309,0.0613595173,0.0478521697,0.0053472519,-114.6922454834,73.0528335571,67.1848907471,0.0259099007,0.0635384917,0.0113205910,-10.9323892593,84.4031829834,127.5321502686,0.0255062580,0.0228242874,0.0285250545,42.4723243713,43.2630577087,105.7673492432,0.0706028938,-0.0098861456,-0.0035544038,
167.443,-3.2753887177,1.3892402649,18.9771385193,0.0569592863,0.0424699858,0.0068109632,-114.6996765137,73.0559387207,67.1821594238,0.0283671021,0.0698231459,0.0098685622,-10.9331893921,84.4015350342,127.5390930176,0.0235503316,0.0247840583,0.0265446901,42.4726753235,43.2604026794,105.7733764648,0.0715457201,-0.0123522878,0.0037493110,
167.453,-3.2741074562,1.3899964094,18.9763984680,0.0613670126,0.0448890477,0.0068105459,-114.7053985596,73.0566177368,67.1817932129,0.0249525905,0.0605233014,0.0059842467,-10.9337301254,84.4014282227,127.5492935181,0.0225735903,0.0247853398,0.0260547400,42.4721107483,43.2576026917,105.7801208496,0.0759046674,-0.0104165077,-0.0011631250,
167.463,-3.2746689320,1.3941214085,18.9786987305,0.0502085164,0.0424573235,0.0073006153,-114.7077789307,73.0582122803,67.1857910156,0.0234958529,0.0653770268,0.0133084655,-10.9279756546,84.4016723633,127.5641021729,0.0211091638,0.0223333240,0.0211740136,42.4756050110,43.2599601746,105.7890625000,0.0661690235,-0.0084770024,-0.0079478025,
